City,Continent,City Type,Tourism Type,Weather,Accommodation Cost,Transportation Cost
Istanbul,Europe,urban,adventure,cold,205,201
Istanbul,Europe,urban,adventure,rainy,119,284
Istanbul,Europe,urban,adventure,cloudy,421,90
Istanbul,Europe,urban,beach,tropical,403,28
Istanbul,Europe,urban,beach,temperate,153,110
Istanbul,Europe,urban,beach,arid,188,287
Istanbul,Europe,urban,beach,cold,200,78
Istanbul,Europe,urban,beach,rainy,160,113
Istanbul,Europe,urban,beach,cloudy,207,54
Istanbul,Europe,urban,medical,tropical,227,179
Istanbul,Europe,urban,medical,temperate,384,143
Istanbul,Europe,urban,medical,arid,46,213
Istanbul,Europe,urban,medical,cold,37,37
Istanbul,Europe,urban,medical,rainy,353,248
Istanbul,Europe,urban,medical,cloudy,70,286
Istanbul,Europe,urban,nature,tropical,161,218
Istanbul,Europe,urban,nature,temperate,298,262
Istanbul,Europe,urban,nature,arid,416,140
Istanbul,Europe,urban,nature,cold,486,161
Istanbul,Europe,urban,nature,rainy,184,217
Istanbul,Europe,urban,nature,cloudy,168,247
Istanbul,Europe,coastal,cultural,tropical,330,271
Istanbul,Europe,coastal,cultural,temperate,255,146
Istanbul,Europe,coastal,cultural,arid,404,133
Istanbul,Europe,coastal,cultural,cold,359,151
Istanbul,Europe,coastal,cultural,rainy,439,237
Istanbul,Europe,coastal,cultural,cloudy,328,255
Istanbul,Europe,coastal,adventure,tropical,349,249
Istanbul,Europe,coastal,adventure,temperate,306,153
Istanbul,Europe,coastal,adventure,arid,128,91
Istanbul,Europe,coastal,adventure,cold,499,235
Istanbul,Europe,coastal,adventure,rainy,145,175
Istanbul,Europe,coastal,adventure,cloudy,221,174
Istanbul,Europe,coastal,beach,tropical,481,32
Istanbul,Europe,coastal,beach,temperate,216,141
Istanbul,Europe,coastal,beach,arid,410,111
Istanbul,Europe,coastal,beach,cold,431,76
Istanbul,Europe,coastal,beach,rainy,416,106
Istanbul,Europe,coastal,beach,cloudy,233,234
Istanbul,Europe,coastal,medical,tropical,37,227
Istanbul,Europe,coastal,medical,temperate,73,195
Istanbul,Europe,coastal,medical,arid,25,106
Istanbul,Europe,coastal,medical,cold,163,207
Istanbul,Europe,coastal,medical,rainy,276,239
Istanbul,Europe,coastal,medical,cloudy,139,78
Istanbul,Europe,coastal,nature,tropical,51,240
Istanbul,Europe,coastal,nature,temperate,154,23
Istanbul,Europe,coastal,nature,arid,171,65
Istanbul,Europe,coastal,nature,cold,367,230
Istanbul,Europe,coastal,nature,rainy,208,85
Istanbul,Europe,coastal,nature,cloudy,42,168
Paris,Europe,historical,cultural,tropical,473,10
Paris,Europe,historical,cultural,temperate,388,40
Paris,Europe,historical,cultural,arid,282,220
Paris,Europe,historical,cultural,cold,497,217
Paris,Europe,historical,cultural,rainy,66,105
Paris,Europe,historical,cultural,cloudy,204,127
Paris,Europe,historical,adventure,tropical,62,254
Paris,Europe,historical,adventure,temperate,93,149
Paris,Europe,historical,adventure,arid,382,254
Paris,Europe,historical,adventure,cold,30,90
Paris,Europe,historical,adventure,rainy,208,182
Paris,Europe,historical,adventure,cloudy,25,113
Paris,Europe,historical,beach,tropical,436,45
Paris,Europe,historical,beach,temperate,406,242
Paris,Europe,historical,beach,arid,263,233
Paris,Europe,historical,beach,cold,96,184
Paris,Europe,historical,beach,rainy,316,226
Paris,Europe,historical,beach,cloudy,114,204
Paris,Europe,historical,medical,tropical,346,273
Paris,Europe,historical,medical,temperate,105,17
Paris,Europe,historical,medical,arid,443,45
Paris,Europe,historical,medical,cold,229,219
Paris,Europe,historical,medical,rainy,52,196
Paris,Europe,historical,medical,cloudy,253,35
Paris,Europe,historical,nature,tropical,352,223
Paris,Europe,historical,nature,temperate,63,44
Paris,Europe,historical,nature,arid,352,120
Paris,Europe,historical,nature,cold,313,129
Paris,Europe,historical,nature,rainy,384,75
Paris,Europe,historical,nature,cloudy,197,210
Paris,Europe,mountains,cultural,tropical,452,73
Paris,Europe,mountains,cultural,temperate,411,105
Paris,Europe,mountains,cultural,arid,458,54
Paris,Europe,mountains,cultural,cold,293,62
Paris,Europe,mountains,cultural,rainy,421,224
Paris,Europe,mountains,cultural,cloudy,66,92
Paris,Europe,mountains,adventure,tropical,38,143
Paris,Europe,mountains,adventure,temperate,171,287
Paris,Europe,mountains,adventure,arid,199,199
Paris,Europe,mountains,adventure,cold,367,166
Paris,Europe,mountains,adventure,rainy,425,207
Paris,Europe,mountains,adventure,cloudy,402,23
Paris,Europe,mountains,beach,tropical,24,119
Paris,Europe,mountains,beach,temperate,409,239
Paris,Europe,mountains,beach,arid,369,174
Paris,Europe,mountains,beach,cold,206,222
Paris,Europe,mountains,beach,rainy,375,210
Paris,Europe,mountains,beach,cloudy,130,200
Paris,Europe,mountains,medical,tropical,495,51
Paris,Europe,mountains,medical,temperate,324,167
Paris,Europe,mountains,medical,arid,98,276
Paris,Europe,mountains,medical,cold,497,91
Paris,Europe,mountains,medical,rainy,159,236
Paris,Europe,mountains,medical,cloudy,317,226
Paris,Europe,mountains,nature,tropical,355,108
Paris,Europe,mountains,nature,temperate,105,192
Paris,Europe,mountains,nature,arid,395,84
Paris,Europe,mountains,nature,cold,396,101
Paris,Europe,mountains,nature,rainy,102,182
Paris,Europe,mountains,nature,cloudy,162,129
Paris,Europe,urban,cultural,tropical,395,89
Paris,Europe,urban,cultural,temperate,36,257
Paris,Europe,urban,cultural,arid,154,47
Paris,Europe,urban,cultural,cold,140,205
Paris,Europe,urban,cultural,rainy,107,120
Paris,Europe,urban,cultural,cloudy,335,264
Paris,Europe,urban,adventure,tropical,373,105
Paris,Europe,urban,adventure,temperate,64,170
Paris,Europe,urban,adventure,arid,334,141
Paris,Europe,urban,adventure,cold,345,105
Paris,Europe,urban,adventure,rainy,333,48
Paris,Europe,urban,adventure,cloudy,74,64
Paris,Europe,urban,beach,tropical,34,299
Paris,Europe,urban,beach,temperate,112,293
Paris,Europe,urban,beach,arid,332,146
Paris,Europe,urban,beach,cold,468,38
Paris,Europe,urban,beach,rainy,208,54
Paris,Europe,urban,beach,cloudy,187,51
Paris,Europe,urban,medical,tropical,21,79
Paris,Europe,urban,medical,temperate,212,253
Paris,Europe,urban,medical,arid,464,105
Paris,Europe,urban,medical,cold,246,209
Paris,Europe,urban,medical,rainy,399,21
Paris,Europe,urban,medical,cloudy,201,88
Paris,Europe,urban,nature,tropical,240,109
Paris,Europe,urban,nature,temperate,194,231
Paris,Europe,urban,nature,arid,127,268
Paris,Europe,urban,nature,cold,325,172
Paris,Europe,urban,nature,rainy,118,231
Paris,Europe,urban,nature,cloudy,48,205
Paris,Europe,coastal,cultural,tropical,478,172
Paris,Europe,coastal,cultural,temperate,107,198
Paris,Europe,coastal,cultural,arid,84,291
Paris,Europe,coastal,cultural,cold,209,196
Paris,Europe,coastal,cultural,rainy,187,54
Paris,Europe,coastal,cultural,cloudy,491,287
Paris,Europe,coastal,adventure,tropical,317,150
Paris,Europe,coastal,adventure,temperate,192,232
Paris,Europe,coastal,adventure,arid,246,201
Paris,Europe,coastal,adventure,cold,111,55
Paris,Europe,coastal,adventure,rainy,186,17
Paris,Europe,coastal,adventure,cloudy,476,45
Paris,Europe,coastal,beach,tropical,137,252
Paris,Europe,coastal,beach,temperate,389,157
Paris,Europe,coastal,beach,arid,61,67
Paris,Europe,coastal,beach,cold,307,32
Paris,Europe,coastal,beach,rainy,55,47
Paris,Europe,coastal,beach,cloudy,339,170
Paris,Europe,coastal,medical,tropical,22,146
Paris,Europe,coastal,medical,temperate,480,300
Paris,Europe,coastal,medical,arid,489,13
Paris,Europe,coastal,medical,cold,98,166
Paris,Europe,coastal,medical,rainy,62,64
Paris,Europe,coastal,medical,cloudy,206,284
Paris,Europe,coastal,nature,tropical,462,263
Paris,Europe,coastal,nature,temperate,57,234
Paris,Europe,coastal,nature,arid,490,76
Paris,Europe,coastal,nature,cold,294,265
Paris,Europe,coastal,nature,rainy,25,38
Paris,Europe,coastal,nature,cloudy,68,283
Rome,Europe,historical,cultural,tropical,277,30
Rome,Europe,historical,cultural,temperate,463,44
Rome,Europe,historical,cultural,arid,383,276
Rome,Europe,historical,cultural,cold,468,173
Rome,Europe,historical,cultural,rainy,190,12
Rome,Europe,historical,cultural,cloudy,120,76
Rome,Europe,historical,adventure,tropical,192,233
Rome,Europe,historical,adventure,temperate,89,141
Rome,Europe,historical,adventure,arid,30,98
Rome,Europe,historical,adventure,cold,292,63
New York,North America,historical,cultural,tropical,348,190
New York,North America,historical,cultural,temperate,387,104
New York,North America,historical,cultural,arid,378,246
New York,North America,historical,cultural,cold,330,75
New York,North America,historical,cultural,rainy,39,285
New York,North America,historical,cultural,cloudy,359,120
New York,North America,historical,adventure,tropical,373,75
New York,North America,historical,adventure,temperate,324,178
New York,North America,historical,adventure,arid,108,150
New York,North America,historical,adventure,cold,369,181
New York,North America,historical,adventure,rainy,114,110
New York,North America,historical,adventure,cloudy,238,186
New York,North America,historical,beach,tropical,142,291
New York,North America,historical,beach,temperate,103,262
New York,North America,historical,beach,arid,395,188
New York,North America,historical,beach,cold,405,173
New York,North America,historical,beach,rainy,61,84
New York,North America,historical,beach,cloudy,57,118
New York,North America,historical,medical,tropical,414,124
New York,North America,historical,medical,temperate,149,208
New York,North America,historical,medical,arid,259,240
New York,North America,historical,medical,cold,457,227
New York,North America,historical,medical,rainy,183,227
New York,North America,historical,medical,cloudy,190,17
New York,North America,historical,nature,tropical,271,161
New York,North America,historical,nature,temperate,376,236
New York,North America,historical,nature,arid,215,52
New York,North America,historical,nature,cold,399,140
New York,North America,historical,nature,rainy,29,19
New York,North America,historical,nature,cloudy,318,204
New York,North America,mountains,cultural,tropical,43,184
New York,North America,mountains,cultural,temperate,178,22
New York,North America,mountains,cultural,arid,182,286
New York,North America,mountains,cultural,cold,54,24
New York,North America,mountains,cultural,rainy,154,73
New York,North America,mountains,cultural,cloudy,55,232
New York,North America,mountains,adventure,tropical,424,20
New York,North America,mountains,adventure,temperate,155,282
New York,North America,mountains,adventure,arid,163,148
New York,North America,mountains,adventure,cold,467,286
New York,North America,mountains,adventure,rainy,396,297
New York,North America,mountains,adventure,cloudy,72,30
New York,North America,mountains,beach,tropical,48,151
New York,North America,mountains,beach,temperate,168,181
New York,North America,mountains,beach,arid,477,147
New York,North America,mountains,beach,cold,314,248
New York,North America,mountains,beach,rainy,212,159
New York,North America,mountains,beach,cloudy,397,168
New York,North America,mountains,medical,tropical,437,109
New York,North America,mountains,medical,temperate,152,32
New York,North America,mountains,medical,arid,395,44
New York,North America,mountains,medical,cold,21,26
New York,North America,mountains,medical,rainy,243,65
New York,North America,mountains,medical,cloudy,463,246
New York,North America,mountains,nature,tropical,422,269
New York,North America,mountains,nature,temperate,422,52
New York,North America,mountains,nature,arid,130,188
New York,North America,mountains,nature,cold,455,156
New York,North America,mountains,nature,rainy,360,239
New York,North America,mountains,nature,cloudy,387,249
New York,North America,urban,cultural,tropical,34,238
New York,North America,urban,cultural,temperate,433,17
New York,North America,urban,cultural,arid,44,232
New York,North America,urban,cultural,cold,276,264
New York,North America,urban,cultural,rainy,77,205
New York,North America,urban,cultural,cloudy,201,209
New York,North America,urban,adventure,tropical,131,221
New York,North America,urban,adventure,temperate,495,220
New York,North America,urban,adventure,arid,54,56
New York,North America,urban,adventure,cold,303,76
New York,North America,urban,adventure,rainy,230,267
New York,North America,urban,adventure,cloudy,181,168
New York,North America,urban,beach,tropical,23,199
New York,North America,urban,beach,temperate,184,36
New York,North America,urban,beach,arid,348,151
New York,North America,urban,beach,cold,438,164
New York,North America,urban,beach,rainy,85,69
New York,North America,urban,beach,cloudy,22,122
New York,North America,urban,medical,tropical,369,272
New York,North America,urban,medical,temperate,272,165
New York,North America,urban,medical,arid,268,35
New York,North America,urban,medical,cold,91,157
New York,North America,urban,medical,rainy,362,287
New York,North America,urban,medical,cloudy,135,266
New York,North America,urban,nature,tropical,129,215
New York,North America,urban,nature,temperate,180,23
New York,North America,urban,nature,arid,228,232
New York,North America,urban,nature,cold,308,23
New York,North America,urban,nature,rainy,293,165
New York,North America,urban,nature,cloudy,233,262
New York,North America,coastal,cultural,tropical,473,46
New York,North America,coastal,cultural,temperate,228,188
New York,North America,coastal,cultural,arid,271,40
New York,North America,coastal,cultural,cold,494,229
New York,North America,coastal,cultural,rainy,447,221
New York,North America,coastal,cultural,cloudy,247,127
New York,North America,coastal,adventure,tropical,138,109
New York,North America,coastal,adventure,temperate,66,18
New York,North America,coastal,adventure,arid,55,198
New York,North America,coastal,adventure,cold,449,203
New York,North America,coastal,adventure,rainy,50,288
New York,North America,coastal,adventure,cloudy,302,124
New York,North America,coastal,beach,tropical,396,28
New York,North America,coastal,beach,temperate,88,242
New York,North America,coastal,beach,arid,459,106
New York,North America,coastal,beach,cold,325,35
New York,North America,coastal,beach,rainy,449,203
New York,North America,coastal,beach,cloudy,306,61
New York,North America,coastal,medical,tropical,105,166
New York,North America,coastal,medical,temperate,394,26
New York,North America,coastal,medical,arid,47,291
New York,North America,coastal,medical,cold,38,15
New York,North America,coastal,medical,rainy,260,102
New York,North America,coastal,medical,cloudy,461,124
New York,North America,coastal,nature,tropical,309,225
New York,North America,coastal,nature,temperate,160,272
New York,North America,coastal,nature,arid,57,127
New York,North America,coastal,nature,cold,305,181
New York,North America,coastal,nature,rainy,344,66
New York,North America,coastal,nature,cloudy,455,178
Los Angeles,North America,historical,cultural,tropical,102,152
Los Angeles,North America,historical,cultural,temperate,257,233
Los Angeles,North America,historical,cultural,arid,215,270
Los Angeles,North America,historical,cultural,cold,240,276
Los Angeles,North America,historical,cultural,rainy,442,143
Los Angeles,North America,historical,cultural,cloudy,68,26
Los Angeles,North America,historical,adventure,tropical,394,125
Los Angeles,North America,historical,adventure,temperate,231,172
Los Angeles,North America,historical,adventure,arid,447,254
Los Angeles,North America,historical,adventure,cold,29,136
Los Angeles,North America,historical,adventure,rainy,357,249
Los Angeles,North America,historical,adventure,cloudy,497,258
Los Angeles,North America,historical,beach,tropical,138,87
Los Angeles,North America,historical,beach,temperate,339,50
Los Angeles,North America,historical,beach,arid,478,271
Los Angeles,North America,historical,beach,cold,177,183
Los Angeles,North America,historical,beach,rainy,240,169
Los Angeles,North America,historical,beach,cloudy,309,300
Los Angeles,North America,historical,medical,tropical,123,230
Los Angeles,North America,historical,medical,temperate,418,223
Los Angeles,North America,historical,medical,arid,301,267
Los Angeles,North America,historical,medical,cold,306,24
Los Angeles,North America,historical,medical,rainy,295,268
Los Angeles,North America,historical,medical,cloudy,451,112
Los Angeles,North America,historical,nature,tropical,183,276
Los Angeles,North America,historical,nature,temperate,325,71
Los Angeles,North America,historical,nature,arid,100,127
Los Angeles,North America,historical,nature,cold,377,15
Los Angeles,North America,historical,nature,rainy,24,66
Los Angeles,North America,historical,nature,cloudy,61,38
Los Angeles,North America,mountains,cultural,tropical,451,89
Los Angeles,North America,mountains,cultural,temperate,457,68
Los Angeles,North America,mountains,cultural,arid,229,121
Los Angeles,North America,mountains,cultural,cold,216,92
Los Angeles,North America,mountains,cultural,rainy,276,176
Los Angeles,North America,mountains,cultural,cloudy,457,269
Los Angeles,North America,mountains,adventure,tropical,322,157
Los Angeles,North America,mountains,adventure,temperate,116,27
Los Angeles,North America,mountains,adventure,arid,312,267
Los Angeles,North America,mountains,adventure,cold,78,126
Los Angeles,North America,mountains,adventure,rainy,143,19
Los Angeles,North America,mountains,adventure,cloudy,373,122
Los Angeles,North America,mountains,beach,tropical,85,295
Los Angeles,North America,mountains,beach,temperate,259,124
Los Angeles,North America,mountains,beach,arid,294,61
Los Angeles,North America,mountains,beach,cold,395,47
Los Angeles,North America,mountains,beach,rainy,114,59
Los Angeles,North America,mountains,beach,cloudy,32,78
Los Angeles,North America,mountains,medical,tropical,40,22
Los Angeles,North America,mountains,medical,temperate,91,50
Los Angeles,North America,mountains,medical,arid,315,112
Los Angeles,North America,mountains,medical,cold,123,94
Los Angeles,North America,mountains,medical,rainy,219,287
Los Angeles,North America,mountains,medical,cloudy,183,74
Los Angeles,North America,mountains,nature,tropical,300,48
Los Angeles,North America,mountains,nature,temperate,212,202
Los Angeles,North America,mountains,nature,arid,428,77
Los Angeles,North America,mountains,nature,cold,133,132
Los Angeles,North America,mountains,nature,rainy,291,72
Los Angeles,North America,mountains,nature,cloudy,80,12
Los Angeles,North America,urban,cultural,tropical,51,32
Los Angeles,North America,urban,cultural,temperate,423,140
Los Angeles,North America,urban,cultural,arid,293,105
Los Angeles,North America,urban,cultural,cold,192,255
Los Angeles,North America,urban,cultural,rainy,490,56
Los Angeles,North America,urban,cultural,cloudy,252,139
Los Angeles,North America,urban,adventure,tropical,493,97
Los Angeles,North America,urban,adventure,temperate,299,185
Los Angeles,North America,urban,adventure,arid,306,256
Los Angeles,North America,urban,adventure,cold,247,114
Los Angeles,North America,urban,adventure,rainy,224,120
Los Angeles,North America,urban,adventure,cloudy,75,36
Los Angeles,North America,urban,beach,tropical,499,281
Los Angeles,North America,urban,beach,temperate,133,202
Los Angeles,North America,urban,beach,arid,412,13
Los Angeles,North America,urban,beach,cold,432,73
Los Angeles,North America,urban,beach,rainy,460,212
Los Angeles,North America,urban,beach,cloudy,102,203
Los Angeles,North America,urban,medical,tropical,142,243
Los Angeles,North America,urban,medical,temperate,240,220
Los Angeles,North America,urban,medical,arid,262,44
Los Angeles,North America,urban,medical,cold,309,48
Los Angeles,North America,urban,medical,rainy,88,148
Los Angeles,North America,urban,medical,cloudy,216,32
Los Angeles,North America,urban,nature,tropical,326,200
Los Angeles,North America,urban,nature,temperate,350,139
Los Angeles,North America,urban,nature,arid,124,137
Los Angeles,North America,urban,nature,cold,369,193
Los Angeles,North America,urban,nature,rainy,244,286
Los Angeles,North America,urban,nature,cloudy,145,231
Los Angeles,North America,coastal,cultural,tropical,425,177
Los Angeles,North America,coastal,cultural,temperate,94,178
Los Angeles,North America,coastal,cultural,arid,171,170
Los Angeles,North America,coastal,cultural,cold,410,117
Los Angeles,North America,coastal,cultural,rainy,476,24
Los Angeles,North America,coastal,cultural,cloudy,23,38
Los Angeles,North America,coastal,adventure,tropical,146,206
Los Angeles,North America,coastal,adventure,temperate,108,25
Los Angeles,North America,coastal,adventure,arid,238,150
Los Angeles,North America,coastal,adventure,cold,373,294
Los Angeles,North America,coastal,adventure,rainy,442,143
Los Angeles,North America,coastal,adventure,cloudy,37,247
Los Angeles,North America,coastal,beach,tropical,119,171
Los Angeles,North America,coastal,beach,temperate,426,216
Los Angeles,North America,coastal,beach,arid,122,192
Los Angeles,North America,coastal,beach,cold,326,71
Los Angeles,North America,coastal,beach,rainy,300,296
Los Angeles,North America,coastal,beach,cloudy,262,212
Los Angeles,North America,coastal,medical,tropical,80,197
Los Angeles,North America,coastal,medical,temperate,78,44
Los Angeles,North America,coastal,medical,arid,352,251
Los Angeles,North America,coastal,medical,cold,285,244
Los Angeles,North America,coastal,medical,rainy,147,245
Los Angeles,North America,coastal,medical,cloudy,179,74
Los Angeles,North America,coastal,nature,tropical,209,276
Los Angeles,North America,coastal,nature,temperate,427,61
Los Angeles,North America,coastal,nature,arid,234,271
Los Angeles,North America,coastal,nature,cold,39,258
Los Angeles,North America,coastal,nature,rainy,401,195
Los Angeles,North America,coastal,nature,cloudy,67,68
Chicago,North America,historical,cultural,tropical,386,183
Chicago,North America,historical,cultural,temperate,187,130
Chicago,North America,historical,cultural,arid,409,118
Chicago,North America,historical,cultural,cold,413,130
Chicago,North America,historical,cultural,rainy,218,60
Chicago,North America,historical,cultural,cloudy,441,175
Chicago,North America,historical,adventure,tropical,172,131
Chicago,North America,historical,adventure,temperate,132,113
Chicago,North America,historical,adventure,arid,262,164
Chicago,North America,historical,adventure,cold,481,85
Buenos Aires,South America,historical,cultural,tropical,227,145
Buenos Aires,South America,historical,cultural,temperate,498,140
Buenos Aires,South America,historical,cultural,arid,345,168
Buenos Aires,South America,historical,cultural,cold,120,119
Buenos Aires,South America,historical,cultural,rainy,482,208
Buenos Aires,South America,historical,cultural,cloudy,393,113
Buenos Aires,South America,historical,adventure,tropical,210,226
Buenos Aires,South America,historical,adventure,temperate,343,233
Buenos Aires,South America,historical,adventure,arid,379,70
Buenos Aires,South America,historical,adventure,cold,292,30
Buenos Aires,South America,historical,adventure,rainy,288,54
Buenos Aires,South America,historical,adventure,cloudy,285,164
Buenos Aires,South America,historical,beach,tropical,362,213
Buenos Aires,South America,historical,beach,temperate,73,92
Buenos Aires,South America,historical,beach,arid,123,17
Buenos Aires,South America,historical,beach,cold,87,207
Buenos Aires,South America,historical,beach,rainy,116,47
Buenos Aires,South America,historical,beach,cloudy,399,184
Buenos Aires,South America,historical,medical,tropical,22,125
Buenos Aires,South America,historical,medical,temperate,457,183
Buenos Aires,South America,historical,medical,arid,431,184
Buenos Aires,South America,historical,medical,cold,48,148
Buenos Aires,South America,historical,medical,rainy,57,56
Buenos Aires,South America,historical,medical,cloudy,264,195
Buenos Aires,South America,historical,nature,tropical,334,273
Buenos Aires,South America,historical,nature,temperate,140,297
Buenos Aires,South America,historical,nature,arid,282,67
Buenos Aires,South America,historical,nature,cold,220,205
Buenos Aires,South America,historical,nature,rainy,281,159
Buenos Aires,South America,historical,nature,cloudy,126,150
Buenos Aires,South America,mountains,cultural,tropical,487,234
Buenos Aires,South America,mountains,cultural,temperate,329,48
Buenos Aires,South America,mountains,cultural,arid,146,105
Buenos Aires,South America,mountains,cultural,cold,323,68
Buenos Aires,South America,mountains,cultural,rainy,247,282
Buenos Aires,South America,mountains,cultural,cloudy,427,240
Buenos Aires,South America,mountains,adventure,tropical,482,236
Buenos Aires,South America,mountains,adventure,temperate,94,163
Buenos Aires,South America,mountains,adventure,arid,58,216
Buenos Aires,South America,mountains,adventure,cold,111,192
Buenos Aires,South America,mountains,adventure,rainy,463,55
Buenos Aires,South America,mountains,adventure,cloudy,279,280
Buenos Aires,South America,mountains,beach,tropical,162,118
Buenos Aires,South America,mountains,beach,temperate,162,214
Buenos Aires,South America,mountains,beach,arid,101,32
Buenos Aires,South America,mountains,beach,cold,494,130
Buenos Aires,South America,mountains,beach,rainy,27,67
Buenos Aires,South America,mountains,beach,cloudy,434,138
Buenos Aires,South America,mountains,medical,tropical,101,189
Buenos Aires,South America,mountains,medical,temperate,354,274
Buenos Aires,South America,mountains,medical,arid,215,229
Buenos Aires,South America,mountains,medical,cold,144,116
Buenos Aires,South America,mountains,medical,rainy,209,138
Buenos Aires,South America,mountains,medical,cloudy,169,71
Buenos Aires,South America,mountains,nature,tropical,226,252
Buenos Aires,South America,mountains,nature,temperate,233,93
Buenos Aires,South America,mountains,nature,arid,413,95
Buenos Aires,South America,mountains,nature,cold,226,31
Buenos Aires,South America,mountains,nature,rainy,367,51
Buenos Aires,South America,mountains,nature,cloudy,336,18
Buenos Aires,South America,urban,cultural,tropical,268,161
Buenos Aires,South America,urban,cultural,temperate,32,29
Buenos Aires,South America,urban,cultural,arid,317,231
Buenos Aires,South America,urban,cultural,cold,100,299
Buenos Aires,South America,urban,cultural,rainy,485,202
Buenos Aires,South America,urban,cultural,cloudy,269,153
Buenos Aires,South America,urban,adventure,tropical,26,173
Buenos Aires,South America,urban,adventure,temperate,332,131
Buenos Aires,South America,urban,adventure,arid,313,263
Buenos Aires,South America,urban,adventure,cold,329,125
Buenos Aires,South America,urban,adventure,rainy,176,260
Buenos Aires,South America,urban,adventure,cloudy,69,125
Buenos Aires,South America,urban,beach,tropical,499,160
Buenos Aires,South America,urban,beach,temperate,207,110
Buenos Aires,South America,urban,beach,arid,483,35
Buenos Aires,South America,urban,beach,cold,289,10
Buenos Aires,South America,urban,beach,rainy,279,284
Buenos Aires,South America,urban,beach,cloudy,61,110
Buenos Aires,South America,urban,medical,tropical,259,106
Buenos Aires,South America,urban,medical,temperate,35,26
Buenos Aires,South America,urban,medical,arid,498,227
Buenos Aires,South America,urban,medical,cold,319,49
Buenos Aires,South America,urban,medical,rainy,404,102
Buenos Aires,South America,urban,medical,cloudy,123,117
Buenos Aires,South America,urban,nature,tropical,131,232
Buenos Aires,South America,urban,nature,temperate,325,240
Buenos Aires,South America,urban,nature,arid,361,253
Buenos Aires,South America,urban,nature,cold,77,196
Buenos Aires,South America,urban,nature,rainy,58,195
Buenos Aires,South America,urban,nature,cloudy,401,203
Buenos Aires,South America,coastal,cultural,tropical,443,70
Buenos Aires,South America,coastal,cultural,temperate,468,221
Buenos Aires,South America,coastal,cultural,arid,227,171
Buenos Aires,South America,coastal,cultural,cold,161,214
Buenos Aires,South America,coastal,cultural,rainy,444,34
Buenos Aires,South America,coastal,cultural,cloudy,325,169
Buenos Aires,South America,coastal,adventure,tropical,94,270
Buenos Aires,South America,coastal,adventure,temperate,448,106
Buenos Aires,South America,coastal,adventure,arid,374,12
Buenos Aires,South America,coastal,adventure,cold,306,83
Buenos Aires,South America,coastal,adventure,rainy,290,211
Buenos Aires,South America,coastal,adventure,cloudy,230,41
Buenos Aires,South America,coastal,beach,tropical,287,30
Buenos Aires,South America,coastal,beach,temperate,368,198
Buenos Aires,South America,coastal,beach,arid,246,67
Buenos Aires,South America,coastal,beach,cold,500,207
Buenos Aires,South America,coastal,beach,rainy,207,260
Buenos Aires,South America,coastal,beach,cloudy,44,261
Buenos Aires,South America,coastal,medical,tropical,90,15
Buenos Aires,South America,coastal,medical,temperate,366,95
Buenos Aires,South America,coastal,medical,arid,472,163
Buenos Aires,South America,coastal,medical,cold,48,49
Buenos Aires,South America,coastal,medical,rainy,165,88
Buenos Aires,South America,coastal,medical,cloudy,168,219
Buenos Aires,South America,coastal,nature,tropical,224,184
Buenos Aires,South America,coastal,nature,temperate,203,15
Buenos Aires,South America,coastal,nature,arid,211,187
Buenos Aires,South America,coastal,nature,cold,181,39
Buenos Aires,South America,coastal,nature,rainy,491,29
Buenos Aires,South America,coastal,nature,cloudy,219,42
Sao Paulo,South America,historical,cultural,tropical,73,161
Sao Paulo,South America,historical,cultural,temperate,40,82
Sao Paulo,South America,historical,cultural,arid,366,48
Sao Paulo,South America,historical,cultural,cold,124,255
Sao Paulo,South America,historical,cultural,rainy,201,26
Sao Paulo,South America,historical,cultural,cloudy,340,174
Sao Paulo,South America,historical,adventure,tropical,330,122
Sao Paulo,South America,historical,adventure,temperate,171,175
Sao Paulo,South America,historical,adventure,arid,349,201
Sao Paulo,South America,historical,adventure,cold,371,11
Sao Paulo,South America,historical,adventure,rainy,72,26
Sao Paulo,South America,historical,adventure,cloudy,299,241
Sao Paulo,South America,historical,beach,tropical,252,146
Sao Paulo,South America,historical,beach,temperate,291,78
Sao Paulo,South America,historical,beach,arid,386,219
Sao Paulo,South America,historical,beach,cold,100,263
Sao Paulo,South America,historical,beach,rainy,130,240
Sao Paulo,South America,historical,beach,cloudy,446,288
Sao Paulo,South America,historical,medical,tropical,331,290
Sao Paulo,South America,historical,medical,temperate,52,222
Sao Paulo,South America,historical,medical,arid,22,95
Sao Paulo,South America,historical,medical,cold,146,269
Sao Paulo,South America,historical,medical,rainy,475,49
Sao Paulo,South America,historical,medical,cloudy,26,108
Sao Paulo,South America,historical,nature,tropical,257,107
Sao Paulo,South America,historical,nature,temperate,105,171
Sao Paulo,South America,historical,nature,arid,212,282
Sao Paulo,South America,historical,nature,cold,403,246
Sao Paulo,South America,historical,nature,rainy,115,100
Sao Paulo,South America,historical,nature,cloudy,205,161
Sao Paulo,South America,mountains,cultural,tropical,315,143
Sao Paulo,South America,mountains,cultural,temperate,37,20
Sao Paulo,South America,mountains,cultural,arid,191,105
Sao Paulo,South America,mountains,cultural,cold,23,223
Sao Paulo,South America,mountains,cultural,rainy,44,262
Sao Paulo,South America,mountains,cultural,cloudy,387,236
Sao Paulo,South America,mountains,adventure,tropical,392,89
Sao Paulo,South America,mountains,adventure,temperate,278,57
